index,QsmuRatio,tau0,T_freeze,shear_viscosity_3_eta_over_s_T_kink_in_GeV,shear_viscosity_3_eta_over_s_low_T_slope_in_GeV,shear_viscosity_3_eta_over_s_high_T_slope_in_GeV,shear_viscosity_3_eta_over_s_at_kink,bulk_viscosity_10_max,bulk_viscosity_10_width_low,bulk_viscosity_10_width_high,bulk_viscosity_10_T_peak
0,0.742121707917,0.566737038536,0.138545145417,0.161087760293,-0.1360783833,1.2653274567,0.178487866532,0.165314419582,0.0221571482823,0.0942343998066,0.209385346462
1,0.825146452655,0.278386361558,0.152038638194,0.186644977344,-1.00751282401,0.667814570811,0.118894746205,0.0428107672605,0.0589780996037,0.156448375653,0.16895762295
2,0.868213368115,0.61726356824,0.144095583806,0.177925507772,-0.719812898432,1.27903538143,0.137639422197,0.180892135854,0.0569534603983,0.107172952701,0.216600907455
3,0.699427083666,0.246366314008,0.152525557222,0.197496536693,-1.5496489754,1.0201212367,0.196076531137,0.0912682841467,0.0237697938194,0.0781166248419,0.178814999709
4,0.620218350532,0.521624338472,0.164417468242,0.176481673369,-0.0281299146774,0.52889888181,0.165668253741,0.0860731998202,0.0103725951812,0.0371062940368,0.191020402421
5,0.844984551179,0.336694999193,0.159927436193,0.186243076438,-0.505964628173,0.91546994084,0.131165847884,0.0229238528906,0.0161463908626,0.132427417464,0.167931014863
6,0.890106506198,0.516002757542,0.141392929356,0.150645297341,-1.59788617236,0.80399102599,0.101617744196,0.0442899134485,0.0331683216822,0.135694815698,0.201005199927
7,0.678406503972,0.555445033021,0.160662989026,0.162790559413,-1.39342054126,0.424269952446,0.190092670278,0.0829254072238,0.0280707551272,0.122273071082,0.186031221598
8,0.701381653817,0.290701653204,0.136419468623,0.21140182647,-0.534858149907,1.94044885206,0.131712454328,0.107671857489,0.0316595277563,0.127733044771,0.190485830772
9,0.756805467057,0.491999377696,0.147864200453,0.210745405327,-0.576005230348,1.7691167173,0.0874976349285,0.0462772673035,0.0571556157444,0.0335325446035,0.180650443205
10,0.803484122667,0.473113785127,0.163717529317,0.155495080411,-1.42171130217,0.0958319731873,0.168391819629,0.0267799878883,0.018459106351,0.034915558623,0.166148415437
11,0.894180561909,0.324799658524,0.157063074549,0.21164613946,-1.46212481925,0.741423292886,0.0964296435185,0.188811159422,0.0108508133337,0.16864049343,0.213569977329
12,0.850145222895,0.412731572291,0.14700415879,0.206202394584,-0.178451793878,1.90764042494,0.0604356946311,0.194907074788,0.0120584111079,0.154420849144,0.171006531898
13,0.598961998001,0.74898359158,0.144530441602,0.161922244279,-0.73162954094,0.323114283721,0.137093131598,0.114768200486,0.0309282451514,0.167682041534,0.172286708691
14,0.696651677704,0.308330513507,0.136630595177,0.217977759684,-0.371157911852,0.74478778392,0.106529308339,0.0798513691454,0.0299316548999,0.0791253135374,0.172718757672
15,0.87692519043,0.32227817742,0.135709257165,0.180054864409,-1.80152198831,1.34610426705,0.192490202843,0.0282259721407,0.0128908421947,0.0485556093695,0.179471767824
16,0.706616774802,0.677221792967,0.16390102715,0.182226651064,-0.65351186853,0.297530107058,0.0434118709904,0.0275237680351,0.025456063535,0.0531167126445,0.194262201962
17,0.746470240045,0.615848181114,0.136782237886,0.193138621731,-1.33917849382,1.77767672889,0.0425200646254,0.191575185068,0.0546835059897,0.074631566075,0.184278128702
18,0.6938851426,0.591692115045,0.146152937749,0.186448893899,-0.118007968209,0.376246883214,0.0951255071146,0.16298649767,0.0450180671808,0.044651089136,0.216409133354
19,0.874284597574,0.753793906633,0.150303933088,0.166821120129,-0.626162928495,0.936845098273,0.0661677254373,0.0417047705392,0.0226970610674,0.121253630307,0.174943907772
20,0.591127548238,0.418333412587,0.150477502363,0.194376724377,-0.0563091789958,1.9987862626,0.187638077657,0.145480877891,0.0559702312989,0.0325218396252,0.18618792341
21,0.582209422477,0.626239589046,0.141082782714,0.183401018896,-0.302738213209,0.97152395709,0.114755897195,0.0655620291026,0.0491371491414,0.093579951938,0.205708921929
