index,QsmuRatio,tau0,T_freeze,shear_viscosity_3_eta_over_s_T_kink_in_GeV,shear_viscosity_3_eta_over_s_low_T_slope_in_GeV,shear_viscosity_3_eta_over_s_high_T_slope_in_GeV,shear_viscosity_3_eta_over_s_at_kink,bulk_viscosity_10_max,bulk_viscosity_10_width_low,bulk_viscosity_10_width_high,bulk_viscosity_10_T_peak
0,0.850990327766,0.291642860796,0.150083095026,0.188316638488,-1.46182712172,1.38325157802,0.152980172671,0.17515724567,0.0596794835701,0.170864272872,0.213065079699
1,0.866481684882,0.262363134238,0.15777140106,0.153797098732,-0.076716268467,1.88147322503,0.155554175302,0.061832607743,0.0359151580301,0.104214808012,0.168803841375
2,0.838052769103,0.336902976881,0.149415281266,0.202958872109,-1.38424031905,0.456062403157,0.109653484174,0.0101555436285,0.0402119219105,0.147112837031,0.168055800978
3,0.788445542635,0.718136756437,0.16136960396,0.216239436069,-1.70792044113,0.183163011199,0.166606773524,0.0388026341604,0.0469146472625,0.138513320007,0.185118473531
4,0.738148203366,0.544949440936,0.159099082131,0.18592958171,-0.596989404918,1.49075325004,0.0794474535778,0.111711569585,0.032510007013,0.127488586871,0.208474011107
5,0.624144692684,0.382871116148,0.159798381333,0.186080426495,-1.41310796979,1.61753940201,0.0602342334931,0.145201618977,0.017908971994,0.103464045884,0.197868427533
6,0.637502243739,0.415296009527,0.141439196839,0.151990898286,-0.222833507453,0.412427243034,0.131046678898,0.158700465265,0.0364306124547,0.160337688218,0.192017264782
7,0.652982448616,0.736657499541,0.158586986138,0.168021809586,-1.1320385146,0.832219768956,0.133885763506,0.164208519917,0.0508721940081,0.0393916222316,0.166285253231
8,0.781721934754,0.400035314095,0.148369312767,0.189734334867,-0.550797060337,1.8333540182,0.121741450079,0.0972215225735,0.0423710158387,0.0405377649354,0.19985529288
9,0.859710873738,0.270674152232,0.164846881191,0.167441124782,-1.27258623771,1.08647150185,0.082634618065,0.154001052426,0.0287817252832,0.0508208826749,0.204297908556
10,0.727828925944,0.756960621008,0.160938542265,0.198174109791,-0.207683273987,0.764351246898,0.0772647984255,0.028634600033,0.0227679976828,0.083982122889,0.175424614015
11,0.752735098559,0.770490830166,0.160246575432,0.170404486856,-1.96324604831,1.56152288895,0.167386564474,0.0186422946083,0.0362080859428,0.0881634804603,0.182277571364
12,0.645197825807,0.377461938368,0.155096431974,0.183867094729,-1.53836582841,1.62100620726,0.102464178921,0.0661433581407,0.0591224593704,0.0546805702515,0.192777461983
13,0.744897345602,0.38804038702,0.156713794869,0.151107441363,-0.495730577322,0.125264055304,0.117092177606,0.0796398924971,0.0491314761131,0.158107964579,0.169813974056
14,0.896140560291,0.2246368133,0.163022123347,0.17663795082,-0.829345851618,0.25161641016,0.0683131816318,0.0730815507844,0.0339822659529,0.0316838852532,0.167778965215
15,0.794642304309,0.280815711255,0.145203431465,0.206320561483,-1.66074783277,1.13313032161,0.0474845692531,0.0278339640154,0.0346369779692,0.154273902754,0.173637700359
16,0.699177765001,0.353171576482,0.150599696384,0.180640877,-0.183779340297,0.784762213858,0.0446285248048,0.0872171444151,0.0308364000382,0.0986341941463,0.219705285201
17,0.712413668694,0.638743562911,0.141810504085,0.157281966349,-0.261261810786,0.313072799124,0.075651681823,0.0958053918258,0.0340370681111,0.0733416675354,0.217952368401
18,0.861709023205,0.596298245377,0.160839164488,0.206824117573,-0.29634676052,1.8718914806,0.118901218185,0.15994089986,0.0306589750623,0.137543505592,0.203981096533
19,0.743354570897,0.346259772926,0.160436541643,0.168769716827,-0.996208067476,1.5083338958,0.0813433045316,0.0693273162956,0.04570954207,0.132160076752,0.210621154154
20,0.758279352071,0.357461714866,0.15315333418,0.15606090773,-1.6708838559,1.54042602195,0.169841728771,0.102635032936,0.0202943227437,0.124941868722,0.174231023936
21,0.705846430593,0.706936291716,0.158752305068,0.211454294593,-0.74648321894,0.0166028742884,0.161875813193,0.117727912562,0.031704943711,0.05004350845,0.187962424963
22,0.715687205598,0.783466335823,0.144149390812,0.198384808907,-1.79107623967,0.959457611854,0.0576965350023,0.104752097581,0.0481249933498,0.0958857719289,0.178734770042
23,0.890598760643,0.677313386597,0.155790656777,0.213469357075,-1.91371079343,1.30581889456,0.123020281504,0.0298814325209,0.0327881759437,0.0946279095991,0.217191205757
24,0.742011122079,0.37649301412,0.151563746206,0.179198435575,-1.62266810457,1.84304889871,0.100619901352,0.176646640023,0.0557608134899,0.0612445371096,0.179492615425
25,0.755929909105,0.587519449839,0.151159850066,0.155689141977,-0.977164005941,1.15800394603,0.0528349731088,0.142108124423,0.0471150949795,0.136019009814,0.21575816652
26,0.855236621869,0.591126465864,0.152906000656,0.192574446266,-0.512270850878,1.60135864739,0.156154386967,0.0554046981884,0.048860927949,0.116241051591,0.165307546604
27,0.670137085953,0.573362131741,0.141066716263,0.175926553932,-0.682157925,1.82522880602,0.0667437829242,0.179547448232,0.0242022245541,0.0806469033272,0.170674797081
